"VALNSAWD: VALUE NON-SEASONALLY ADJUSTED - Average Weekly Retail Sales Detailed Level in £thousands, Great Britain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some cells in this table are empty because data was not collected for these variables at these time points.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Retails Sales Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Weeks,Time Period,All Retailing including automotive fuel - All Retailing,All Retailing including automotive fuel - Large Businesses,All Retailing including automotive fuel - Small Businesses,All Retailing excluding automotive fuel - All Retailing,All Retailing excluding automotive fuel - Large Businesses,All Retailing excluding automotive fuel - Small Businesses,Predominantly Food Stores Total - All Businesses,Predominantly Food Stores Total - Large Businesses,Predominantly Food Stores Total - Small Businesses,Non-Specialised Food Stores - All Businesses,Non-Specialised Food Stores - Large Businesses,Non-Specialised Food Stores - Small Businesses,Specialist Food Stores,"Alcoholic and Other beverages, and Tobacco",Predominantly Non-food Stores Total - All Businesses,Predominantly Non-food Stores Total - Large Businesses,Predominantly Non-food Stores Total - Small Businesses,Non-Specialised Predominantly Non-food Stores - All Businesses,Non-Specialised Predominantly Non-food Stores - Large Businesses,Non-Specialised Predominantly Non-food Stores - Small Businesses,"Textiles, Clothing, Footwear & Leather - All Businesses","Textiles, Clothing, Footwear & Leather - Large Businesses","Textiles, Clothing, Footwear & Leather - Small Businesses",Retail Sale of Textiles,Retail Sale of Clothing - All Businesses,Retail Sale of Clothing - Large Businesses,Retail Sale of Clothing - Small Businesses,Footwear & Leather Goods,Household Goods Stores - All Businesses,Household Goods Stores - Large Businesses,Household Goods Stores - Small Businesses,"Furniture, Lighting, etc. NES",Electrical Household Appliances,"Hardware, Paint and Glass",Audio and video and music,Other Non-food Stores - All Businesses,Other Non-food Stores - Large Businesses,Other Non-food Stores - Small Businesses,"Other Retail Sale in Specialised Stores - Pharmaceutical, Medical, Cosmetic and Toilet Goods","Other Retail Sale in Specialised Stores - Books, Newspapers and Periodicals",Other Retail Sale in Specialised Stores - Floor Coverings,Other Retail Sale in Specialised Stores - Computers and Telecommunications,Other Retail Sale in Specialised Stores - Specialised Stores NEC,Non-store Retailing - All Retailing,Non-store Retailing - Large Businesses,Non-store Retailing - Small Businesses,Non-store Retailing - Mail Order Houses,Non-store Retailing - Non-store excluding Mail Order,Automotive fuel
4,2000AUG,"4,401,860","3,040,116","1,361,740","3,972,370","2,777,455","1,194,912","1,722,196","1,374,548","347,646","1,464,188","1,313,037","151,152","139,875","118,133","2,035,812","1,269,235","766,576","342,680","288,586","54,093","512,158","391,502","120,656","16,339","423,612","338,950","84,662","72,207","542,382","344,141","198,241","177,696","153,235","173,416","38,035","638,592","245,007","393,585","73,122","93,231","36,168","103,885","332,186","214,362","133,672","80,690","165,675","48,687","429,490"
5,2000SEP,"4,384,848","3,061,165","1,323,683","3,933,606","2,784,146","1,149,460","1,690,432","1,361,144","329,290","1,449,283","1,301,911","147,372","129,208","111,941","2,010,957","1,277,588","733,369","341,962","291,875","50,087","517,353","394,897","122,456","16,086","430,403","344,502","85,901","70,864","538,166","349,959","188,207","179,896","158,391","160,113","39,766","613,476","240,857","372,619","68,651","94,410","37,053","97,872","315,490","232,216","145,414","86,802","182,561","49,655","451,242"
4,2000OCT,"4,570,307","3,190,629","1,379,679","4,145,010","2,927,213","1,217,798","1,707,938","1,362,385","345,553","1,458,253","1,303,294","154,958","131,123","118,562","2,176,356","1,402,813","773,543","377,233","322,388","54,845","587,011","455,227","131,784","19,940","498,858","404,864","93,994","68,213","576,561","371,799","204,762","192,249","172,731","167,553","44,028","635,552","253,400","382,152","65,782","101,133","38,318","102,569","327,750","260,716","162,015","98,701","200,290","60,426","425,297"
4,2000NOV,"4,995,672","3,553,036","1,442,634","4,538,515","3,268,260","1,270,252","1,802,255","1,453,268","348,985","1,546,035","1,390,999","155,035","133,968","122,252","2,446,949","1,625,631","821,317","483,204","423,161","60,043","627,118","496,822","130,296","20,090","543,763","448,428","95,335","63,265","635,604","404,476","231,128","209,553","203,853","168,680","53,518","701,023","301,173","399,850","74,229","114,736","42,032","107,123","362,903","289,311","189,361","99,950","227,169","62,142","457,157"
5,2000DEC,"5,926,154","4,421,214","1,504,942","5,509,231","4,164,227","1,345,006","2,064,495","1,698,519","365,978","1,769,142","1,610,730","158,414","153,623","141,730","3,169,062","2,273,961","895,101","692,046","622,342","69,705","864,768","704,597","160,171","15,048","768,200","641,375","126,825","81,520","730,382","513,882","216,500","204,446","286,768","157,166","82,002","881,865","433,140","448,725","97,272","157,342","31,940","119,828","475,483","275,674","191,747","83,927","222,802","52,872","416,923"
4,2001JAN,"4,296,379","3,050,329","1,246,051","3,882,638","2,794,805","1,087,834","1,637,595","1,322,471","315,124","1,412,885","1,269,389","143,496","126,072","98,638","2,055,407","1,346,616","708,792","349,338","301,709","47,629","509,090","399,471","109,619","17,741","434,506","355,367","79,139","56,843","605,453","396,821","208,632","208,030","193,248","156,248","47,927","591,526","248,614","342,912","67,493","94,448","34,931","105,041","289,613","189,636","125,718","63,918","145,072","44,564","413,741"
4,2001FEB,"4,329,156","3,050,469","1,278,687","3,898,173","2,782,589","1,115,586","1,731,558","1,398,514","333,045","1,487,373","1,335,665","151,708","134,294","109,891","1,967,528","1,246,776","720,752","337,762","286,627","51,135","453,545","352,307","101,238","16,232","389,420","314,308","75,112","47,893","579,916","363,389","216,527","199,538","171,518","166,125","42,735","596,305","244,453","351,852","65,079","94,343","33,256","100,233","303,394","199,088","137,299","61,789","157,893","41,195","430,982"
5,2001MAR,"4,397,742","3,129,448","1,268,291","3,993,538","2,878,818","1,114,717","1,776,322","1,448,628","327,692","1,529,907","1,384,180","145,725","137,508","108,907","2,003,535","1,285,027","718,507","344,255","294,951","49,304","478,661","377,235","101,426","16,552","411,217","338,202","73,014","50,892","574,492","368,868","205,624","188,204","170,125","172,901","43,262","606,127","243,974","362,153","66,777","90,909","37,389","103,472","307,580","213,682","145,164","68,518","164,023","49,659","404,204"
4,2001APR,"4,571,845","3,248,684","1,323,160","4,155,607","2,989,917","1,165,688","1,811,041","1,471,135","339,905","1,556,659","1,404,196","152,462","138,996","115,386","2,140,282","1,387,350","752,932","364,060","309,444","54,616","518,588","410,798","107,790","17,084","441,681","365,406","76,275","59,823","606,660","401,493","205,167","188,315","167,675","208,773","41,897","650,974","265,615","385,359","67,554","87,150","36,318","103,487","356,465","204,284","131,433","72,851","154,855","49,429","416,239"
4,2001MAY,"4,667,502","3,282,484","1,385,019","4,242,470","3,018,869","1,223,603","1,856,631","1,496,852","359,781","1,587,574","1,429,788","157,786","147,746","121,311","2,171,792","1,389,636","782,155","360,054","305,554","54,500","561,524","442,044","119,480","15,992","477,115","392,131","84,984","68,417","582,222","380,824","201,398","173,112","148,529","222,269","38,312","667,992","261,214","406,777","69,507","80,187","33,649","100,312","384,337","214,048","132,381","81,667","162,749","51,299","425,032"
5,2001JUN,"4,636,265","3,274,175","1,362,090","4,193,076","2,996,988","1,196,088","1,844,631","1,498,377","346,254","1,585,341","1,430,607","154,735","139,876","119,414","2,140,376","1,367,683","772,693","362,876","308,364","54,512","549,794","432,075","117,719","16,866","469,929","384,267","85,662","62,999","564,560","371,667","192,893","170,453","157,351","196,577","40,179","663,146","255,576","407,570","67,176","80,902","30,463","98,358","386,247","208,069","130,928","77,141","162,628","45,441","443,189"
4,2001JUL,"4,708,825","3,313,481","1,395,348","4,278,747","3,038,569","1,240,181","1,838,610","1,479,261","359,352","1,577,147","1,412,830","164,320","140,149","121,314","2,219,108","1,420,152","798,957","385,836","329,257","56,579","582,713","453,649","129,065","18,595","495,285","402,168","93,118","68,833","580,241","374,247","205,994","183,024","165,384","189,082","42,751","670,318","262,999","407,319","70,203","88,217","38,062","93,786","380,050","221,029","139,157","81,872","172,170","48,859","430,078"
4,2001AUG,"4,590,816","3,231,582","1,359,233","4,167,736","2,961,056","1,206,680","1,817,194","1,453,547","363,648","1,551,954","1,387,106","164,848","143,904","121,336","2,147,048","1,377,344","769,703","367,114","312,238","54,875","541,835","419,804","122,031","18,563","456,473","369,461","87,012","66,799","583,338","377,661","205,676","177,904","170,150","193,036","42,247","654,762","267,641","387,121","72,088","88,266","39,608","90,687","364,113","203,494","130,165","73,329","155,644","47,850","423,080"
5,2001SEP,"4,619,678","3,280,639","1,339,036","4,194,103","3,014,732","1,179,369","1,789,578","1,444,986","344,590","1,542,120","1,381,837","160,284","135,410","112,048","2,167,618","1,415,236","752,382","365,233","315,041","50,192","571,285","448,662","122,623","18,584","485,396","396,638","88,758","67,305","589,929","384,893","205,036","184,934","174,087","187,173","43,735","641,171","266,640","374,531","64,639","95,848","40,813","92,212","347,659","236,907","154,510","82,397","187,252","49,655","425,574"
4,2001OCT,"4,790,271","3,385,153","1,405,121","4,376,614","3,126,865","1,249,752","1,821,265","1,465,300","355,967","1,567,247","1,401,938","165,310","137,431","116,587","2,301,043","1,507,647","793,396","394,150","339,472","54,678","593,899","471,204","122,695","20,794","512,151","423,769","88,382","60,954","650,133","426,051","224,082","205,463","199,098","194,819","50,753","662,861","270,920","391,941","64,298","100,238","44,714","103,737","349,874","254,306","153,918","100,389","200,073","54,233","413,657"
4,2001NOV,"5,227,955","3,764,717","1,463,238","4,816,143","3,506,133","1,310,009","1,920,527","1,556,428","364,100","1,662,166","1,489,925","172,241","141,651","116,710","2,623,480","1,774,309","849,170","511,308","452,771","58,537","690,422","555,953","134,468","22,078","606,646","508,394","98,251","61,698","673,431","440,349","233,082","208,148","219,038","188,754","57,491","748,319","325,236","423,083","75,083","115,854","50,589","109,198","397,595","272,136","175,397","96,739","212,938","59,198","411,813"
5,2001DEC,"6,262,512","4,683,289","1,579,221","5,856,826","4,431,173","1,425,652","2,181,867","1,797,502","384,364","1,885,027","1,710,181","174,846","166,352","130,488","3,425,399","2,472,838","952,561","720,439","656,704","63,735","952,477","789,026","163,451","21,156","849,811","725,050","124,761","81,510","801,246","558,164","243,082","205,566","324,492","178,716","92,472","951,237","468,945","482,292","106,054","165,028","35,096","127,139","517,920","249,559","160,832","88,727","192,362","57,197","405,686"
5,2002JAN,"4,503,431","3,206,290","1,297,142","4,112,825","2,964,012","1,148,815","1,763,368","1,439,472","323,898","1,536,261","1,382,642","153,619","124,027","103,080","2,153,967","1,404,404","749,563","366,600","323,239","43,361","519,826","411,050","108,776","21,705","444,212","366,963","77,249","53,909","628,920","413,386","215,534","206,546","200,849","171,725","49,800","638,621","256,729","381,892","64,604","98,807","37,562","115,996","321,652","195,490","120,136","75,354","146,017","49,473","390,606"
4,2002FEB,"4,604,735","3,260,348","1,344,387","4,183,027","2,997,116","1,185,912","1,843,820","1,496,053","347,768","1,600,555","1,435,645","164,909","134,703","108,562","2,120,870","1,363,616","757,254","349,622","303,173","46,449","493,190","388,849","104,341","17,829","426,625","350,304","76,321","48,736","611,404","403,446","207,958","211,724","174,907","181,214","43,559","666,654","268,148","398,506","63,619","102,285","43,463","118,285","339,002","218,337","137,447","80,890","166,314","52,023","421,708"
5,2002MAR,"4,740,166","3,375,222","1,364,943","4,325,611","3,117,073","1,208,536","1,880,213","1,531,902","348,308","1,630,132","1,468,685","161,447","140,673","109,408","2,236,951","1,454,167","782,784","362,980","316,412","46,568","535,969","432,438","103,532","19,779","466,888","390,559","76,330","49,302","638,449","430,937","207,512","210,709","163,455","222,726","41,559","699,552","274,380","425,172","64,150","98,079","42,750","119,473","375,100","208,447","131,003","77,444","157,581","50,866","414,556"
4,2002APR,"4,893,164","3,464,183","1,428,986","4,440,457","3,179,972","1,260,489","1,898,466","1,550,153","348,317","1,648,684","1,486,443","162,243","136,786","112,996","2,325,785","1,493,167","832,618","365,172","316,960","48,212","581,453","472,190","109,263","20,529","502,886","423,578","79,309","58,038","626,589","416,454","210,135","207,444","154,930","225,511","38,704","752,571","287,563","465,008","72,672","95,544","43,425","124,923","416,007","216,206","136,652","79,554","163,055","53,151","452,707"
4,2002MAY,"4,858,448","3,447,379","1,411,069","4,429,366","3,178,616","1,250,751","1,915,067","1,566,271","348,796","1,664,478","1,503,089","161,390","136,925","113,664","2,301,570","1,488,220","813,351","366,559","314,842","51,716","574,024","466,934","107,090","18,574","491,446","418,380","73,066","64,004","621,037","415,186","205,851","198,483","158,746","222,843","40,965","739,951","291,257","448,694","67,545","94,921","42,013","118,138","417,334","212,730","124,125","88,604","156,303","56,427","429,082"
5,2002JUN,"4,738,315","3,373,143","1,365,170","4,334,908","3,118,390","1,216,516","1,899,675","1,551,102","348,570","1,651,955","1,489,317","162,637","136,746","110,973","2,217,670","1,435,874","781,795","357,346","303,759","53,587","578,431","464,865","113,566","20,302","490,606","414,227","76,379","67,523","577,657","386,603","191,054","185,631","149,645","204,175","38,206","704,236","280,648","423,588","67,394","88,166","39,337","111,204","398,135","217,564","131,413","86,151","159,445","58,119","403,407"
4,2002JUL,"4,895,185","3,486,441","1,408,743","4,502,338","3,232,751","1,269,586","1,921,718","1,558,293","363,424","1,668,165","1,496,045","172,119","139,807","113,746","2,354,819","1,545,310","809,509","406,390","350,319","56,071","629,970","505,425","124,546","23,258","534,532","451,343","83,189","72,180","603,113","400,998","202,115","204,914","151,920","206,989","39,290","715,346","288,569","426,777","72,721","92,934","45,699","119,049","384,943","225,801","129,148","96,653","163,318","62,483","392,847"
4,2002AUG,"4,734,805","3,387,392","1,347,411","4,344,816","3,135,467","1,209,347","1,882,386","1,528,233","354,151","1,635,665","1,466,337","169,325","134,785","111,936","2,237,832","1,475,343","762,488","371,555","318,098","53,457","591,815","467,757","124,058","23,102","495,094","411,317","83,777","73,619","599,255","400,910","198,345","200,135","157,741","202,313","39,066","675,207","288,579","386,628","64,752","94,760","39,518","109,621","366,556","224,599","131,891","92,708","165,771","58,828","389,989"
5,2002SEP,"4,780,163","3,411,429","1,368,733","4,354,138","3,142,345","1,211,793","1,860,515","1,521,970","338,547","1,624,252","1,460,965","163,290","128,671","107,592","2,257,098","1,479,124","777,974","374,954","322,923","52,030","576,422","463,233","113,189","21,916","490,820","413,310","77,510","63,686","617,645","401,334","216,311","208,582","167,490","199,528","42,045","688,077","291,633","396,444","65,655","104,574","47,435","107,215","363,198","236,525","141,252","95,272","178,975","57,550","426,024"
4,2002OCT,"5,013,990","3,616,960","1,397,031","4,599,087","3,354,477","1,244,611","1,900,558","1,555,041","345,517","1,658,417","1,494,835","163,582","135,832","106,309","2,438,024","1,639,156","798,868","420,491","365,226","55,265","650,914","536,729","114,186","22,421","562,218","483,480","78,738","66,275","660,521","431,117","229,404","234,705","185,440","193,110","47,266","706,098","306,085","400,013","64,578","112,609","51,352","107,831","369,728","260,506","160,279","100,227","198,548","61,958","414,903"
4,2002NOV,"5,486,943","4,054,040","1,432,903","5,079,087","3,794,611","1,284,477","1,999,968","1,647,628","352,342","1,752,567","1,582,771","169,799","136,902","110,499","2,793,772","1,959,349","834,422","557,579","502,464","55,115","719,700","597,296","122,404","23,445","631,208","545,464","85,744","65,047","714,036","484,836","229,200","231,423","230,084","192,073","60,456","802,457","374,754","427,703","73,896","130,542","56,051","106,520","435,448","285,347","187,634","97,713","224,913","60,434","407,856"
5,2002DEC,"6,308,625","4,794,656","1,513,971","5,904,945","4,540,436","1,364,509","2,218,500","1,843,354","375,145","1,932,071","1,762,251","169,818","160,846","125,583","3,448,509","2,546,071","902,438","717,000","651,384","65,616","977,651","824,307","153,343","22,914","870,593","757,928","112,664","84,144","802,767","575,009","227,758","223,232","319,634","168,686","91,215","951,091","495,370","455,721","98,233","172,463","33,576","119,008","527,811","237,936","151,011","86,925","174,946","62,990","403,680"
4,2003JAN,"4,615,494","3,351,585","1,263,909","4,191,877","3,084,760","1,107,116","1,832,137","1,505,367","326,770","1,612,609","1,454,474","158,136","126,738","92,790","2,172,072","1,457,438","714,634","372,205","327,399","44,806","537,716","438,245","99,471","20,890","463,290","392,896","70,394","53,536","619,050","417,298","201,752","199,869","186,603","186,322","46,256","643,101","274,496","368,605","60,997","98,539","43,552","91,841","348,172","187,669","121,956","65,712","138,357","49,312","423,617"
4,2003FEB,"4,687,898","3,391,674","1,296,223","4,226,411","3,099,220","1,127,191","1,887,321","1,550,482","336,839","1,655,898","1,493,206","162,692","131,984","99,439","2,144,909","1,412,454","732,454","351,343","304,909","46,434","513,002","414,619","98,383","20,242","442,653","372,862","69,791","50,107","607,449","401,835","205,614","206,215","166,394","193,404","41,436","673,115","291,092","382,023","64,956","98,652","46,541","100,842","362,124","194,181","136,284","57,898","146,889","47,292","461,487"
5,2003MAR,"4,806,267","3,485,782","1,320,487","4,336,232","3,188,596","1,147,638","1,924,310","1,585,190","339,121","1,692,487","1,529,399","163,088","132,554","99,269","2,217,295","1,464,148","753,147","361,870","315,686","46,184","553,682","450,480","103,202","18,906","477,426","404,753","72,673","57,350","603,682","397,652","206,030","204,664","154,318","205,460","39,240","698,061","300,330","397,731","67,441","94,425","40,250","101,727","394,218","194,627","139,258","55,369","151,117","43,510","470,035"
4,2003APR,"4,976,893","3,627,209","1,349,685","4,526,635","3,343,401","1,183,235","1,997,058","1,644,510","352,549","1,754,614","1,588,392","166,224","137,063","105,381","2,338,721","1,570,965","767,756","378,104","328,788","49,315","598,687","484,311","114,376","18,596","510,179","430,845","79,334","69,912","642,863","443,718","199,145","195,361","161,937","245,122","40,443","719,068","314,148","404,920","69,123","89,091","41,738","95,365","423,751","190,856","127,926","62,930","140,707","50,149","450,258"
